img_idx,cat_idx,hallucination,is_positive,cat_name,dice_ce,dice,focal,l2,scaled_dice_ce,scaled_dice,scaled_focal,scaled_l2
0,0,False,True,tv,1.5688440799713135,0.790035605430603,0.23348739743232727,0.06421168893575668,1.4911105632781982,0.7446584701538086,0.2107934206724167,0.043955106288194656
0,1,False,True,chair,1.6740343570709229,0.9060604572296143,0.2235562950372696,0.04073043912649155,1.5916337966918945,0.8591205477714539,0.1998441517353058,0.023580944165587425
0,2,False,True,person,1.5971852540969849,0.8813775777816772,0.18759357929229736,0.008218876086175442,1.3269257545471191,0.6326124668121338,0.17429226636886597,0.0055027734488248825
1,0,False,True,bear,1.4144471883773804,0.7596327066421509,0.15269535779953003,0.5071482062339783,1.5691947937011719,0.8925585746765137,0.16426926851272583,0.6054077744483948
2,0,False,True,bed,1.411973237991333,0.6842538118362427,0.1989334672689438,0.09876921772956848,1.3924129009246826,0.6903855800628662,0.18116207420825958,0.10298377275466919
2,1,False,True,potted plant,1.6599218845367432,0.8936553597450256,0.22217315435409546,0.04395883157849312,1.5874488353729248,0.8565043807029724,0.19848209619522095,0.027867784723639488
2,2,True,True,chair,1.7258822917938232,0.9399674534797668,0.23625211417675018,0.05618493631482124,1.6720566749572754,0.9215753078460693,0.21197879314422607,0.035286590456962585
3,0,False,True,stop sign,1.4566839933395386,0.7201666831970215,0.20356811583042145,0.04750048741698265,1.3628593683242798,0.6556613445281982,0.1840618997812271,0.040696240961551666
3,1,False,True,truck,1.7485649585723877,0.9837572574615479,0.22154323756694794,0.03835804760456085,1.7027897834777832,0.9718579649925232,0.19922757148742676,0.02328724041581154
3,2,False,True,car,1.7701184749603271,0.9990025758743286,0.22553390264511108,0.04059388116002083,1.7354676723480225,0.9985877871513367,0.2027026265859604,0.023349659517407417
4,0,False,True,teddy bear,1.3899564743041992,0.725367546081543,0.15928767621517181,0.40119093656539917,1.5318071842193604,0.8534225821495056,0.16561612486839294,0.4836696982383728
