img_idx,cat_idx,hallucination,is_positive,cat_name,dice_ce,dice,focal,l2,scaled_dice_ce,scaled_dice,scaled_focal,scaled_l2
0,0,False,True,tv,1.5688568353652954,0.7900325059890747,0.23350118100643158,0.06423518061637878,1.4911749362945557,0.7446942329406738,0.21081435680389404,0.04397466778755188
0,1,False,True,chair,1.673964262008667,0.9060510993003845,0.22351236641407013,0.040683820843696594,1.5915236473083496,0.859066903591156,0.1998048573732376,0.023549728095531464
0,2,False,True,person,1.5972058773040771,0.8814017176628113,0.1875912994146347,0.00821924488991499,1.3270015716552734,0.6326889991760254,0.1742916703224182,0.005504054948687553
0,3,False,True,vase,1.5854458808898926,0.8714051842689514,0.18673622608184814,0.007977026514708996,1.349928379058838,0.6538854837417603,0.17556294798851013,0.0053724306635558605
0,4,False,True,refrigerator,1.6991568803787231,0.956656277179718,0.20539970695972443,0.020529013127088547,1.6222965717315674,0.9113330245018005,0.18512575328350067,0.010409092530608177
0,5,False,True,dining table,1.7486958503723145,0.9723524451255798,0.22911453247070312,0.04441041871905327,1.6996922492980957,0.9586957097053528,0.2053394466638565,0.025603972375392914
0,6,True,True,book,1.761445164680481,0.9953280687332153,0.22089672088623047,0.03080463595688343,1.7232341766357422,0.9951087236404419,0.1958722323179245,0.013840544037520885
0,7,False,True,potted plant,1.743442416191101,0.9925751090049744,0.21099533140659332,0.024313975125551224,1.7053598165512085,0.988076388835907,0.1892571896314621,0.012078220956027508
0,8,False,True,clock,1.7292001247406006,0.9931203126907349,0.20094986259937286,0.014881730079650879,1.6868997812271118,0.9806252717971802,0.18203788995742798,0.006560401525348425
0,9,False,True,microwave,1.7449111938476562,0.9954836964607239,0.21004362404346466,0.02301134169101715,1.7075401544570923,0.9909133315086365,0.18882088363170624,0.010969392023980618
1,0,False,True,bear,1.4144675731658936,0.7596476078033447,0.15269894897937775,0.5071635842323303,1.5691230297088623,0.8924993276596069,0.16426214575767517,0.6053656935691833
2,0,False,True,bed,1.411849021911621,0.6841069459915161,0.19895294308662415,0.0987420529127121,1.392242193222046,0.6901863813400269,0.1811828464269638,0.10292918235063553
2,1,False,True,potted plant,1.6599156856536865,0.8936899304389954,0.22214312851428986,0.04393240064382553,1.5874359607696533,0.8565347194671631,0.19845235347747803,0.027854837477207184
2,2,True,True,chair,1.7258753776550293,0.9399904012680054,0.23622865974903107,0.056153010576963425,1.672044038772583,0.921599268913269,0.2119523286819458,0.035261619836091995
2,3,False,True,book,1.7581934928894043,0.9587123990058899,0.24708953499794006,0.07222618162631989,1.7129992246627808,0.947049617767334,0.22376476228237152,0.04970719292759895
3,0,False,True,stop sign,1.4569764137268066,0.7203878164291382,0.20361793041229248,0.04755960777401924,1.3633114099502563,0.6560443639755249,0.18410781025886536,0.040739063173532486
3,1,False,True,truck,1.7485730648040771,0.9837473034858704,0.2215592861175537,0.03839010000228882,1.7027933597564697,0.9718422889709473,0.19924449920654297,0.023319847881793976
3,2,False,True,car,1.7700879573822021,0.9990028142929077,0.22551089525222778,0.040562815964221954,1.7354397773742676,0.9985881447792053,0.20268188416957855,0.02332399971783161
4,0,False,True,teddy bear,1.3899824619293213,0.725398063659668,0.15928341448307037,0.40121105313301086,1.5318608283996582,0.8534759283065796,0.16561563313007355,0.4837031960487366
4,1,False,True,bed,1.5927631855010986,0.8625593185424805,0.19820797443389893,0.04152395576238632,1.5573630332946777,0.8519435524940491,0.18231168389320374,0.0398559607565403
5,0,False,True,person,1.4907660484313965,0.7652589082717896,0.19525207579135895,0.05144158750772476,1.4436428546905518,0.7427641153335571,0.17917269468307495,0.05174274370074272
5,1,False,True,skis,1.6916381120681763,0.944225013256073,0.20973490178585052,0.029144860804080963,1.6293723583221436,0.9087997674942017,0.1921144723892212,0.01818094775080681
6,0,False,True,refrigerator,1.5226126909255981,0.7755066752433777,0.21119260787963867,0.10712947696447372,1.5223257541656494,0.7986376285552979,0.19446071982383728,0.10516861081123352
6,1,False,True,oven,1.4284265041351318,0.6846437454223633,0.2099263221025467,0.0470598042011261,1.3360556364059448,0.6191611886024475,0.19149310886859894,0.035323210060596466
7,0,False,True,person,1.4891912937164307,0.7674380540847778,0.1933378428220749,0.11980924755334854,1.5294036865234375,0.8289361000061035,0.1789572834968567,0.13532571494579315
7,1,False,True,baseball glove,1.6731270551681519,0.9388503432273865,0.2004328966140747,0.017455291002988815,1.5617289543151855,0.8540014028549194,0.18355731666088104,0.01001953985542059
7,2,True,True,sports ball,1.7342103719711304,0.9898577928543091,0.2067819982767105,0.020711328834295273,1.6856484413146973,0.9735358953475952,0.18621185421943665,0.010946947149932384
8,0,False,True,person,1.5248764753341675,0.7859172821044922,0.20443138480186462,0.0524728000164032,1.4697364568710327,0.7583657503128052,0.18601317703723907,0.0471428819000721
8,1,False,True,tennis racket,1.6743190288543701,0.9296228289604187,0.20793303847312927,0.025967154651880264,1.5931825637817383,0.8743569254875183,0.19093608856201172,0.01487398985773325
9,0,False,True,person,1.4034457206726074,0.685335636138916,0.19484683871269226,0.1952720582485199,1.451167106628418,0.7480143308639526,0.1829233318567276,0.22014589607715607
9,1,False,True,handbag,1.7013840675354004,0.9747127890586853,0.19483497738838196,0.01568438485264778,1.6706284284591675,0.9698054194450378,0.17865720391273499,0.011201717890799046
9,2,False,True,tennis racket,1.7830774784088135,0.9837899208068848,0.2453249990940094,0.06481268256902695,1.7469916343688965,0.9833741784095764,0.22052936255931854,0.041035450994968414
9,3,False,True,backpack,1.7364561557769775,0.9944195747375488,0.20490260422229767,0.018693961203098297,1.7015764713287354,0.9925940036773682,0.18385782837867737,0.009149852208793163
10,0,False,True,person,1.5022350549697876,0.7634560465812683,0.20436786115169525,0.05230917036533356,1.4272964000701904,0.719007134437561,0.18418975174427032,0.047049760818481445
10,1,False,True,handbag,1.4908857345581055,0.7480597496032715,0.2086307406425476,0.03282100334763527,1.341630458831787,0.6261422634124756,0.19070877134799957,0.02229265682399273
10,2,False,True,boat,1.700183629989624,0.9257910847663879,0.2294786423444748,0.05488286167383194,1.6458468437194824,0.9015945792198181,0.20894426107406616,0.03810785710811615
10,3,False,True,bird,1.6976499557495117,0.9584231376647949,0.20291538536548615,0.015108725987374783,1.589720606803894,0.8829942345619202,0.18222440779209137,0.005563612096011639
10,4,False,True,backpack,1.6533225774765015,0.9383824467658997,0.18724732100963593,0.006182079203426838,1.4233815670013428,0.7268862724304199,0.1758507341146469,0.003289240412414074
10,5,False,True,cell phone,1.7106120586395264,0.9768610596656799,0.19965742528438568,0.014959489926695824,1.643193006515503,0.9362181425094604,0.18262557685375214,0.0072041964158415794
